id,last_name,gender,university name,country,latitude,longitude,age
369,Quest,M,San Francisco State University,Romanian,40.259,-95.303,29
370,Rosgen,M,Minnesota Bible College,Italian,41.119,-90.504,21
371,Dysart,M,Universitas Pancasakti Tegal,Montenegrin,41.329,-93.099,34
372,Marks,M,"University of Wales, Lampeter",West Frisian,43.883,-96.127,19
373,Geipel,M,University of Engineering and Technology Peshawar,Romanian,41.401,-90.783,23
374,Childrens,M,Baltimore Hebrew University,West Frisian,43.877,-91.947,22
375,Vasyuchov,M,Universitas Mataram,Montenegrin,41.015,-91.751,19
376,Moodie,F,Universidad de La Salle,Persian,42.672,-92.104,21
377,Ferruzzi,M,Eberhard-Karls-Universität Tübingen,Norwegian,40.216,-93.847,30
378,Mantripp,F,Higher School of Psychology,New Zealand Sign Language,41.775,-90.381,33
379,Gorman,F,University of Medicine and Dentistry of New Jersey,Macedonian,41.429,-91.888,26
380,Emmanuele,M,Livingstone College,Assamese,43.723,-91.059,29
381,Bricket,M,Huazhong Agricultural University,Amharic,40.422,-92.687,33
382,Redbourn,M,University of Idaho,German,43.208,-96.118,23
383,Southcoat,F,Ecole Nationale Supérieure de l'Aéronautique et de l'Espace,Tetum,43.165,-94.87,24
384,Suff,F,Koyasan University,Croatian,41.836,-94.174,31
385,Antill,F,Missouri Western State College,Korean,40.949,-91.74,26
386,Snedker,F,Joseph Ayo Babalola University,Luxembourgish,43.663,-94.452,24
387,Sturley,M,Hyrcania Institute of Higher Education,Kazakh,41.39,-91.355,28
388,Trevethan,M,"Swiss Federal Institute of Technology, Lausanne",Mongolian,40.19,-93.885,30
389,Redit,M,Universidad Gran Mariscal de Ayacucho,Indonesian,43.499,-90.792,27
390,McElvogue,M,Buraydah College for Applied Medical Sciences,Swati,40.045,-94.981,21
391,Iskov,F,Technische Universität Chemnitz,Italian,41.818,-93.919,34
392,Vescovini,F,East Kazakstan State Technical University,English,42.709,-92.95,24
393,Ast,F,University of Mississippi Medical Center,Tajik,41.982,-96.41,35
394,Datte,F,University of Nizwa,Japanese,42.897,-93.906,25
395,Scaplehorn,F,Pädagogische Hochschule Schwäbisch Gmünd,Punjabi,40.603,-93.02,31
396,Mailey,F,University of the West Indies St. Augustine,English,42.534,-91.932,25
397,Giamuzzo,M,Baptist Bible College of Missouri,Afrikaans,43.012,-90.885,27
398,Kliemchen,F,Kutztown University of Pennsylvania,German,40.981,-90.004,33
399,Thatcham,M,King Saud bin Abdulaziz University for Health Sciences ,Albanian,43.657,-91.275,34
400,Featonby,M,Moscow State Institute of International Relations MFA Russia (MGIMO-University),Macedonian,40.306,-93.505,30
401,Code,F,Universiti Teknologi Petronas,Tsonga,42.142,-90.946,30
402,Laurand,F,Los Angeles College of Chiropractic,Filipino,42.211,-91.791,18
403,Furmage,F,Punjab Agricultural University,Amharic,41.012,-90.973,27
404,Vynehall,M,Samuel Merritt College,Ndebele,43.572,-90.274,25
405,Morde,F,St. Martin's College,Dari,41.695,-93.107,23
406,Bastide,F,Universidade Estadual de Santa Cruz,Tswana,43.301,-95.11,35
407,McMurtyr,F,Toyama Medical and Pharmaceutical University,Croatian,41.659,-90.66,32
408,Pogosian,M,Universidad Católica Cecilio Acosta,Danish,43.521,-90.648,33
409,McGuane,M,Université Val-de-Marne (Paris XII),Mongolian,43.626,-95.032,29
410,Ruhben,M,Sultan Qaboos University,Arabic,40.739,-95.755,35
411,Frankham,F,University of Applied Science and Technology,New Zealand Sign Language,40.647,-94.061,23
412,Sterrie,M,University of Maine (System),Maltese,40.533,-90.147,19
413,Zanolli,M,Jawaharlal Nehru University,Bulgarian,43.56,-95.058,26
414,Lacoste,M,Ecole de l'Air,Thai,41.76,-94.772,29
415,Coit,F,Harare Institute of Technology,Norwegian,41.295,-92.578,27
416,Fishpond,M,Holy Apostles College,Hebrew,43.846,-90.47,28
417,Urridge,M,Idaho State University,Bulgarian,41.625,-94.262,19
418,Whitney,M,Southeastern Louisiana University,Finnish,41.853,-90.724,29
419,Friday,F,University of Dhaka,Persian,42.12,-93.951,32
420,Challicombe,M,Selangor Islamic University College,French,40.201,-92.208,19
421,Skea,M,University of Twente,Dhivehi,42.78,-90.726,18
422,Vant,M,University of Sudbury,Haitian Creole,40.328,-92.494,35
423,Elms,F,South China Agricultural University,Bosnian,40.788,-90.536,27
424,Leachman,M,University of Sydney,Dutch,40.142,-93,19
425,Grace,M,Oakland City University,Khmer,42.559,-91.193,30
426,Stidworthy,F,Martin Methodist College,Amharic,43.715,-93.783,19
427,Esbrook,M,Columbia College Chicago,Khmer,40.157,-93.906,32
428,Currum,F,Higher Colleges of Technology,Mongolian,43.617,-93.889,34
429,Whitfield,M,Kerala Agricultural University,Tajik,41.438,-93.3,30
430,Crebott,M,The New College,Chinese,43.263,-94.351,18
431,Furst,M,Beykent University,Tetum,43.041,-95.98,22
432,Vasile,M,Yarmouk Private University ,Romanian,40.513,-91.988,30
433,Alejandro,M,Hochschule für Gestaltung und Kunst Zürich,Spanish,43.768,-94.216,20
434,Brandham,F,Ferris University,Swedish,42.933,-90.287,31
435,Tremblay,F,Tabari Institute of Higher Education,Malagasy,41.416,-94.426,35
436,Tejada,M,Texas A&M University,Kazakh,43.449,-93.026,26
437,Brewett,F,Otis College of Art & Design,Tok Pisin,42.315,-92.283,19
438,Cardoso,M,Universidad Andina del Cusco,Lao,41.333,-96.566,27
439,Dummett,F,Sugiyama Jogakuen University,Finnish,41.157,-90.557,30
440,Rockall,M,French University in Armenia (UFAR),Chinese,42.878,-96.643,26
441,Greenway,F,Jishou University,Tok Pisin,41.893,-91.067,18
442,Zywicki,M,Persian Gulf University,Bosnian,41.962,-94.722,30
443,Lowten,F,"University of Elbasan ""Aleksander Xhuvani""",Pashto,42.513,-94.93,33
444,Oven,F,Fine Arts Academy in Warsaw,Lithuanian,42.588,-96.888,23
445,Wethey,M,Royal School of Library and Information Science,Catalan,42.272,-94.335,23
446,Rishworth,M,Saitama Medical School,Arabic,42.42,-96.438,35
447,Parres,M,Columbia Southern University,Kurdish,41.92,-90.169,19
448,Conre,M,Bryn Athyn College of the New Church,Maltese,40.453,-93.412,24
449,Oki,M,University of Worcester,Danish,43.077,-92.761,21
450,Boydle,M,Kurashiki Sakuyo University,Indonesian,42.746,-95.716,19
451,Creelman,M,Jacobs University Bremen,Haitian Creole,43.692,-94.171,34
452,Proback,F,Universidad Central de Venezuela,Gagauz,43.901,-92.134,25
453,Balffye,M,Agricultural University of Wroclaw,Chinese,41.409,-94.883,28
454,Arkil,F,Menoufia University,Dzongkha,40.546,-93.345,28
455,Blondell,M,Universidad Dr. Rafael Belloso Chacín,Tamil,40.462,-93.565,29
456,Capp,F,Hiroshima International University,Nepali,42.809,-96.589,25
457,Ferretti,M,University of Tennessee - Memphis,Haitian Creole,43.611,-92.056,29
458,Quigley,F,Xinjiang University of Finance and Economics,Sotho,42.806,-95.328,28
459,Cron,M,Espam Formation University,Danish,43.102,-91.537,35
460,Quincee,M,Cheljabinsk State University,Bulgarian,43.842,-93.423,31
461,Palister,M,Haigazian University,Punjabi,42.644,-95.055,22
462,Onions,F,University of the Philippines Baguio,Ndebele,41.608,-92.64,35
463,Neesham,M,Universitas Airlangga,Icelandic,41.261,-96.693,20
464,Geindre,F,"National American University, Colorado Springs",Kashmiri,42.466,-91.418,33
465,Skillett,F,Sri Sathya Sai Institute of Higher Learning,West Frisian,41.164,-90.785,23
466,Haggart,M,University of the South Pacific School of Agriculture,Malay,42.891,-93.434,33
467,MacSwayde,M,School of Economic Sciences,Pashto,43.514,-90.684,18
468,Belbin,F,Southwest University,Bulgarian,43.978,-91.474,20
469,Hale,M,Seattle University,Romanian,41.489,-90.872,28
470,Aylwin,F,"British Institute in Paris, University of London",Swati,42.363,-94.627,21
471,Adamoli,M,Curtin University of Technology,Bosnian,43.586,-94.281,25
472,Dalwood,F,Izhevsk State Technical University,Dhivehi,40.689,-95.499,23
473,Shelly,M,École des Hautes Études Commerciales,Latvian,42.15,-95.604,24
474,Pruvost,M,Montana State University - Billings,Quechua,42.574,-94.526,19
475,Dudderidge,F,Instituts Supérieurs de Formation des Maîtres,Hebrew,42.986,-95.722,31
476,Bramsen,M,Asbury College,Tsonga,41.558,-95.082,20
477,Brecher,F,Centennial College,Danish,40.705,-93.549,33
478,Warriner,M,Danish University of Education,Dari,43.164,-93.263,24
479,Mee,F,Universidad Autónoma de la Laguna,Swati,41.145,-93.898,19
480,Brazier,F,Fountain University,Kyrgyz,43.799,-95.144,29
481,Wimmer,M,Tibet Tibetan Medical College,Malagasy,43.997,-95.303,33
482,Leist,F,Yangtze Normal University,Kazakh,43.583,-96.396,30
483,Hearnaman,M,Carleton College,Catalan,43.107,-91.911,25
484,Ealam,F,Open Polytechnic ,Icelandic,41.119,-95.322,27
485,Shiers,F,"Universidad de Puerto Rico, Utuado",Bosnian,42.235,-93.613,25
486,Adamson,F,University of Development Alternative,Haitian Creole,41.633,-93.199,29
487,Whitford,F,Universidad INCCA de Colombia,Haitian Creole,41.832,-95.522,20
488,De La Coste,M,Universidade Ibirapuera,Norwegian,42.701,-90.94,28
489,Goodnow,F,Black Hills State University,Malay,42.841,-96.823,22
490,Esome,M,Mersin University,Irish Gaelic,43.289,-92.457,25
491,Kleinstub,M,Adigrat University,Thai,42.925,-90.289,19
492,Overstone,M,Brescia University,Assamese,41.336,-92.528,26
493,Gleadhall,F,Symbiosis International University,Norwegian,42.65,-95.636,24
494,Johnsson,F,Technical University of Mombasa,Quechua,43.005,-91.336,19
495,Baldini,F,University of Texas Southwestern Medical Center at Dallas,Macedonian,43.251,-96.342,31
496,Frier,M,Pontificia Universidad Católica Madre y Maestra (PUCMM),Icelandic,41.442,-94.148,27
497,Soda,F,Technische Fachhochschule Wildau,Tetum,40.959,-91.313,25
498,Karpman,F,Fashion Institute of New York,Gujarati,42.033,-90.804,23
499,Tollfree,M,De Montfort University Leicester,French,43.522,-91.511,35
500,Bottell,M,European Institute of Education,Māori,41.608,-90.13,21
501,Trownson,M,Carlos Albizu University,Bulgarian,42.419,-94.066,26
502,Drysdell,F,University of New York in Prague,Tswana,40.374,-90.925,29
503,Taig,M,"University of St. Thomas, St. Paul",Tamil,43.714,-96.65,32
504,Mitford,F,Alsadrain University,Azeri,43.838,-95.367,35
505,Bawme,M,Modern Institute of Managament,Kannada,42.254,-90.774,22
506,Barstowk,M,Military University Shoumen,Telugu,43.245,-95.635,18
507,Meates,M,Asian Medical Institute,Hebrew,42.512,-90.156,32
508,Grece,F,Hartford College for Women,Malayalam,40.852,-94.567,35
509,Sallings,M,"Corporación Educativa Mayor del Desarrollo ""Simón Bolivar""",Armenian,42.373,-91.711,22
510,Tonge,F,Perak Islamic College,Tamil,43.376,-90.069,30
511,MacKinnon,M,Antioch University Santa Barbara,Tajik,40.852,-95.428,30
512,Fortescue,M,Rhodes University,French,40.822,-95.127,27
513,Schops,F,Hungarian Academy of Craft and Design,Telugu,42.491,-92.707,27
514,Wearing,F,"Universitatea de Vest ""Vasile Goldi&#351;"" ",Pashto,43.12,-95.692,24
515,Voyce,M,State University of New York College of Technology at Alfred,Mongolian,41.802,-90.682,33
516,Peinton,M,"School of Slavonic and East European Studies, University of London",Armenian,43.165,-95.537,35
517,Gregoretti,F,Université Cadi Ayyad,Hindi,43.282,-92.273,23
518,Spreckley,F,Universidade São Francisco,Kashmiri,40.205,-92.464,31
519,Astridge,M,California Institute of the Arts,Guaraní,41.368,-92.608,23
520,Garrood,F,University of Mary,Polish,40.178,-95.356,30
521,Millmore,M,"Institute of Teachers Education, Temenggong Ibrahim",Kannada,41.663,-96.978,33
522,Ravens,M,Mahatma Phule Agricultural University,Kyrgyz,41.479,-90.804,25
523,Bugbee,F,Tyumen State University,Hiri Motu,43.722,-90.952,18
524,Scarff,F,University of Texas Pan American,Quechua,41.599,-91.445,27
525,Theunissen,F,Kwara State Polytecnic,Finnish,42.914,-90.707,20
526,Rylands,M,Universidade Luterana do Brasil,Macedonian,40.302,-93.643,24
527,Sigert,F,Université Jean Monnet,Oriya,42.801,-91.306,30
528,Zukierman,F,"Music Academy ""Felix Nowowiejski"" in Bydgoszcz",Polish,42.793,-96.17,22
529,Blaza,M,Salem University,Khmer,41.65,-92.102,31
530,Laville,F,Presbyterian College,Guaraní,43.286,-95.187,23
531,Bockmaster,F,Trinity International University,Malayalam,42.76,-93.289,34
532,Kenwell,F,Ecole Nationale des Travaux Publics de l'Etat,Swati,41.872,-94.98,21
533,Vamplew,F,Ecole Nationale Supérieure des Mines de St-Etienne,Guaraní,40.901,-92.524,24
534,Laying,F,Baqai Medical University,Albanian,40.226,-96.963,35
535,Redgrove,F,EUCLID University,Chinese,42.851,-90.074,21
536,Meers,F,FAST - National University of Computer and Emerging Sciences (NUCES),Portuguese,40.654,-93.898,23
537,Fadden,F,Al-Quds University - The Arab University in Jerusalem,Arabic,40.324,-90.295,18
538,Sidnall,F,American College of Thessaloniki,Telugu,42.08,-95.951,34
539,Patry,M,University of Namibia,Arabic,43.378,-93.813,20
540,Tureville,F,Theologische Fakultät Trier,Malay,43.921,-95.261,20
541,Withnall,M,University of New Haven,Japanese,42.097,-96.546,19
542,Grenter,F,Dominican School of Philosophy and Theology,New Zealand Sign Language,40.083,-91.42,25
543,Reyner,F,University of Palestine,Macedonian,41.033,-94.799,32
544,Epperson,F,Elms College,Tajik,42.699,-94.714,31
545,Petch,M,University of Basrah,Icelandic,41.153,-95.476,25
546,Studholme,M,American International College,Japanese,40.237,-92.875,18
547,Penson,M,State University of New York College at Plattsburgh,Polish,41.76,-91.199,20
548,Rowling,F,Hakuoh University,Hindi,43.285,-91.116,24
549,Norfolk,M,South Eastern University of Sri Lanka,Papiamento,40.1,-90.797,27
550,Frizzell,M,New Era University,English,42.104,-96.877,18
551,Kasper,M,Philadelphia College of Osteopathic Medicine,Malay,42.939,-94.055,29
552,Banasik,F,Mahatma Gandhi Kashi Vidyapith ,Gagauz,42.625,-94.955,35
553,Igounet,M,Damascus University,Māori,41.435,-91.621,33
554,Sumshon,F,Hochschule Bremen,Amharic,42.898,-91.68,18
555,Basil,M,Université Pierre et Marie Curie (Paris VI),Japanese,40.326,-95.171,23
556,McGarry,M,Université Catholique de l' Ouest,Kyrgyz,41.192,-93.909,25
557,Gibbon,M,Osaka University of Foreign Studies,Croatian,43.697,-95.063,24
558,Bosanko,M,Linton University College,Afrikaans,40.139,-96.507,32
559,Cairns,M,Politeknik Pos Indonesia,Tsonga,41.156,-92.218,28
560,Howton,F,Universidad Agraria del Ecuador,Mongolian,43.98,-96.456,27
561,McKomb,M,Walsh University,Bengali,40.077,-93.585,29
562,Swannell,M,Illinois College of Optometry,Bosnian,40.006,-92.7,32
563,McNuff,M,University of Liberal Arts,Tajik,43.958,-93.237,35
564,Bridges,F,Culver-Stockton College,Montenegrin,42.966,-90.082,34
565,Shrimptone,F,Fachhochschule für Verwaltung und Rechtspflege Berlin,Gagauz,42.891,-96.292,28
566,Climo,F,University of Karachi,Swedish,41.978,-96.684,21
567,Halvorsen,F,Kyrgyz National Agrarian University,Lithuanian,42.417,-92.943,23
568,Dominey,M,Fukushima University,Tetum,42.823,-95.824,21
569,Roubottom,F,Siauliai University,Gujarati,41.826,-95.094,34
570,Sharply,M,Southeast University,Hungarian,41.572,-93.723,32
571,Grigsby,M,State University of New York College of Technology at Farmingdale,Northern Sotho,43.379,-91.614,27
572,Garstang,M,Universitas Jambi,Polish,43.107,-90.583,23
573,O'Sharkey,M,Norfolk State University,Bengali,41.515,-91.133,21
574,McGillicuddy,F,Fachhochschule des Mittelstandes (FHM),Fijian,43.512,-92.329,32
575,Anten,F,Third University of Rome,Korean,43.933,-92.627,24
576,Castle,F,Universitas Riau,Korean,40.964,-91.701,31
577,Whitelock,M,University of South Carolina,Hebrew,41.917,-93.703,25
578,Gozney,F,Boise State University,Filipino,42.814,-95.786,34
579,Alday,F,Lipscomb University,Arabic,40.804,-90.008,22
580,Hustler,F,"Islamic Azad University, Quchan",Italian,41.141,-94.297,19
581,Abisetti,F,Alaska Bible College,Gagauz,43.158,-91.046,20
582,Bromfield,M,IASE (Institute of Advanced Studies) Deemed University,Māori,42.574,-93.597,34
583,Heinecke,M,Radford University,Tetum,40.317,-91.132,35
584,Goslin,M,Ecole Nationale Supérieure du Pétrole et des Monteurs,Dhivehi,42.991,-91.434,23
585,Poolton,M,University of North Carolina at Asheville,Thai,41.563,-96.3,32
586,Lackner,F,University of Dayton,Kurdish,40.477,-92.858,18
587,Kohnert,F,University of South Carolina - Union,Ndebele,42.064,-92.944,22
588,Kaygill,F,Pontifcia Università Gregoriana,Tok Pisin,43.041,-91.143,32
589,Muckeen,M,Antioch University Los Angeles,Kyrgyz,42.32,-92.871,21
590,Clayson,M,Fontbonne College,Hindi,43.103,-96.32,34
591,Wybern,M,Arlington Baptist College,Fijian,41.749,-90.829,25
592,Bocken,M,University of Education,Marathi,43.329,-91.578,20
593,Kestian,M,University of Lapland,Kyrgyz,41.824,-91.608,28
594,Dell'Abbate,F,"University of Moncton, Shippagan",Afrikaans,40.505,-94.68,19
595,Cohani,M,Universidad de Los Andes,Amharic,42.32,-96.997,25
596,Delgaty,M,Avicenna International College,Kashmiri,41.837,-94.197,20
597,Berzen,F,Leyte Normal University,Papiamento,42.917,-93.535,33
598,Chappell,F,Institute of Business Administration (IBA),French,41.601,-91.711,33
599,Ryder,M,Saga University,Norwegian,42.811,-90.965,30
600,Andrivel,F,Saratov State Technical University,Dutch,40.458,-95.707,35
601,Hadkins,M,International Hotel Management Institute,Greek,41.479,-92.358,20
602,Banner,M,University Oil- Gas Ploiesti,Filipino,41.486,-96.013,24
603,Colmer,F,Renmin University of China,Italian,41.654,-90.701,32
604,McSaul,M,"Islamic Azad University, Saveh",Papiamento,41.956,-94.587,22
605,Stowe,M,Memphis College of Art,German,42.947,-94.194,32
606,Solon,F,Université Senghor d'Alexandrie,Albanian,41.333,-91.607,19
607,Poter,F,Jamestown College,Latvian,42.041,-90.847,22
608,Sebyer,M,Bournemouth University,Fijian,43.11,-91.602,33
609,Vernham,M,Fresno City College,Finnish,40.097,-90.492,22
610,Leverentz,M,South China University of Technology,Persian,40.424,-96.735,23
611,Yarranton,M,Art Institute of Southern California,Bislama,41.575,-96.035,25
612,Blewitt,M,Centro de Estudios Avanzados de Puerto Rico y el Caribe,Swahili,41.74,-93.547,33
613,Pestell,M,United States Air Force Academy,German,42.636,-90.877,18
614,Bulpitt,F,University of Catania,Kurdish,40.83,-90.171,20
615,McKiddin,M,Universidad Isaac Newton,Croatian,42.868,-90.992,30
616,Laible,F,Columbia Commonwealth University,Icelandic,43.401,-93.044,29
617,Butt Gow,F,Roosevelt Academy University College,Finnish,42.899,-92.046,19
618,Jordon,M,Cape Peninsula University of Technology,Spanish,43.311,-94.131,21
619,Janowski,F,University Marien Ngouabi Brazzaville,Hebrew,41.26,-91.575,20
620,Sach,M,North Georgia College,Bosnian,40.063,-93.894,30
621,Fransinelli,F,Pomeranian Academy of Medicine in Szczecin,Catalan,42.171,-91.488,35
622,Dupree,F,Fachhochschule Bielefeld,Azeri,42.32,-91.524,20
623,O'Keenan,M,Universitas Jenderal Soedirman,Dhivehi,43.211,-95.296,19
624,Siemianowicz,F,Jiangxi University of Finance and Economics,Georgian,43.646,-94.988,29
625,Bramont,M,Universitas Lampung,Hebrew,40.376,-91.21,27
626,Trigwell,M,Music Academy in Lodz,Croatian,42.742,-92.942,35
627,Shorthouse,F,Applied Science University,Haitian Creole,42.375,-91.155,21
628,Daborn,M,University of Kerala,Korean,43.062,-93.651,27
629,Lynam,M,University of Birmingham,Guaraní,42.762,-92.733,29
630,Ivatts,M,National Chengchi University,Swati,40.654,-93.133,28
631,Grafham,M,Université Abdelmalek Essadi,Yiddish,40.9,-96.806,34
632,Wagnerin,M,Universidad Dominicana O&M,Lao,42.553,-95.956,25
633,Demer,M,Tokyo University of Mercantile Marine,New Zealand Sign Language,42.166,-93.947,19
634,Filipowicz,M,Bowen University,Punjabi,41.281,-91.449,33
635,Jefferd,M,Glasgow Caledonian University,Swati,43.853,-94.515,24
636,Gammell,M,Marymount Manhattan College,Albanian,40.389,-94.086,25
637,Brimson,M,Taejon National University of Technology,Arabic,40.454,-93.413,35
638,Abrahamowitcz,F,Taiyuan University of Technology,Oriya,40.652,-93.527,18
639,Dossetter,M,Université de Chlef,Somali,41.238,-90.165,31
640,Innes,F,Universitas Madura,Indonesian,40.724,-95.546,29
641,Bradly,M,Camberwell College of Arts,Malayalam,42.894,-92.813,23
642,Philips,M,Université Mentouri Constantine,Filipino,43.885,-90.837,21
643,Mumford,M,Central Bible College,Azeri,41.931,-95.369,30
644,Tressler,M,Walailak University,Haitian Creole,40.912,-91.585,27
645,Stiddard,M,Hanyang University,Macedonian,43.175,-93.994,20
646,Aiers,F,Université Paris-Dauphine (Paris IX),English,43.764,-92.853,32
647,Limer,M,"Islamic Azad University, Garmsar",Malay,41.525,-96.454,28
648,Wilkisson,M,Hochschule für Berufstätige Rendsburg,Hindi,40.851,-93.15,18
649,Manlow,F,Ambassador University,Arabic,43.599,-96.895,29
650,Verriour,F,Jahangirnagar University,Albanian,43.649,-96.212,20
651,Gillatt,M,International Buddhist College,Moldovan,41.398,-92.921,30
652,Stuchbery,F,Guangxi University for Nationalities,Japanese,40.766,-92.977,30
653,Bartlomiej,M,Ecole Supérieure d'Ingénieurs et de Techniciens pour l'Agriculture,Tajik,42.259,-95.754,23
654,O'Hanlon,F,Bethune-Cookman College,Dutch,40.318,-96.57,22
655,Grishukhin,F,Université de Montpellier I,Czech,40.773,-93.901,24
656,Huffy,F,University of Delaware,Northern Sotho,43.094,-95.496,33
657,Crudginton,F,Academy of Economic Studies of Moldova,Afrikaans,41.07,-92.46,19
658,Orrah,M,Escuela de Administración de Negocios,Montenegrin,40.347,-96.902,30
659,Blampy,M,St.Kliment Ohridski University,Tswana,41.66,-96.098,34
660,Abrahmson,M,Punjab Engineering College Deemed University,Hiri Motu,43.956,-94.884,31
661,Danneil,F," Akanu Ibiam Federal Polytechnic, Unwana",Macedonian,42.194,-92.948,25
662,Haverson,M,Darul Hikmah Islamic College,German,40.006,-95.49,34
663,Fortescue,F,Central Police University,Danish,41.598,-90.464,22
664,Mishow,F,Berne University,Hebrew,42.074,-93.064,20
665,Stoffel,F,University of Science and Culture,Gujarati,41.843,-91.423,23
666,Pelchat,M,Georgia Institute of Technology,Zulu,42.534,-91.798,25
667,Clemenzi,M,"Florida Metropolitan University, Tampa College Lakeland",English,43.533,-95.305,27
668,Kolak,F,Pontifica Università Gregoriana,Azeri,43.923,-91.477,31
669,Spridgen,M,National Taiwan College of Physical Education and Sports,Marathi,40.392,-93.243,25
670,Watting,F,University of Technology and Life Sciences,Belarusian,40.056,-91.418,30
671,Fermoy,M,South Eastern University of Sri Lanka,Belarusian,42.724,-93.894,31
672,Goodliffe,M,Zanjan University,New Zealand Sign Language,43.036,-91.11,25
673,Howard,F,St. Lawrence University,Gagauz,43.065,-94.28,20
674,Cuseick,F,Fachhochschule Nordhessen,Papiamento,43.37,-92.832,28
675,Culligan,M,Nanjing Medical University,Kyrgyz,40.682,-93.898,26
676,Charer,M,University “Pavaresia” Vlore,Hebrew,41.993,-92.54,25
677,Melan,M,Universiti Malaysia Kelantan,Kurdish,40.591,-92.744,21
678,Wedderburn,F,Universitas Ma Chung,Ndebele,41.955,-94.14,29
679,Porte,M,Universitas Muhammadiyah Makassar,Kannada,42.677,-96.795,23
680,Rumens,F,Finlandia University,Hebrew,42.706,-92.274,33
681,Haylett,M,North Central College,Amharic,42.898,-93.8,24
682,Corkitt,F,Institut de Recherche et d'Enseignement Supérieur aux Techniques de l'électronique,Bengali,42.751,-95.35,29
683,Jaggar,M,Muroran Institute of Technology,Kannada,42.346,-93.952,32
684,Tuttiett,M,Université de Pau et des Pays de l'Adour,Malay,42.939,-91.721,26
685,Swallwell,F,Kyushu Tokai University,Irish Gaelic,43.142,-93.366,31
686,MacAloren,M,Hungarian Academy of Craft and Design,Arabic,40.168,-94.239,27
687,Brumen,M,"BGC Trust University, Bangladesh",Malayalam,40.218,-94.884,30
688,Whyley,M,Gaziosmanpasa University,Burmese,40.72,-91.398,26
689,Urien,F,"University of Wales, Bangor",German,42.168,-90.571,21
690,Hurnell,F,Adler School of Professional Psychology,Arabic,41.762,-90.049,21
691,Legh,M,Donetsk National Technical University,Greek,40.782,-96.571,32
692,Bernini,M,North Carolina State University,Kyrgyz,41.783,-93.681,29
693,Enderlein,F,University of Bedfordshire,Persian,42.722,-94.425,18
694,Liquorish,F,Universidad Nacional de La Matanza,Dari,43.766,-94.542,32
695,Teggart,M,Sadat Institute of Higher Education,Filipino,40.348,-91.091,20
696,Dionisetti,M,Uzhgorod National University,Chinese,40.912,-96.395,33
697,De Mitris,M,Punjab Institute of Computer science,Mongolian,42.416,-90.732,32
698,Titford,M,Universidade Federal de Ouro Preto,Māori,40.816,-95.408,25
699,Terbrugge,F,College of Mount St. Joseph,Lithuanian,40.263,-95.397,25
700,Troup,M,Fachhochschule Bonn-Rhein-Sieg,Northern Sotho,42.405,-94.169,31
701,Janosevic,M,University of Gezira,Maltese,42.696,-90.47,22
702,Crier,F,Universidad de Quintana Roo,Armenian,41.625,-96.639,31
703,Chesworth,M,Chittagong University of Engineering and Technology,Indonesian,40.866,-93.772,19
704,Tunder,F,St. Petersburg Repin State Academic Institute of Painting Sculpture and Achitecture,Hiri Motu,43.647,-90.002,26
705,Downton,F,New England Conservatory of Music,Swedish,40.337,-91.098,35
706,McIlwreath,M,Washington Bible College,Macedonian,42.548,-93.498,21
707,Brookbank,M,Universiti Tenaga Nasional,Indonesian,43.792,-93.387,32
708,Oneill,F,University of the Western Cape,Lao,42.384,-90.788,33
709,Thake,F,Indian Institute of Information Technology,French,43.718,-95.61,18
710,Jerrolt,M,Odlar Yurdu University,Dari,40.066,-93.48,33
711,Drepp,M,Nicholls State University,Dari,40.027,-92.286,31
712,Digger,M,University of Ostrava,Kazakh,42.996,-93.775,34
713,Odlin,F,Queens College,Czech,40.999,-92.219,24
714,Worsham,M,University College Cork,Swedish,41.649,-91.7,30
715,Biddy,F,University of Information Technology and Management in Rzeszow,Bislama,42.155,-94.267,27
716,Maple,F,Rheinische Fachhochschule Köln,Gagauz,42.281,-90.374,35
717,Manuello,M,Miyagi University of Education,English,43.825,-92.51,24
718,Brisker,F,Instituto Tecnologico de Durango,Hebrew,40.023,-92.505,35
719,Le Cornu,M,Dumlupinar University,Gagauz,42.143,-91.412,19
720,Buckles,M,Ecole Supérieure d'Ingénieurs en Génie Electrique,West Frisian,42.036,-95.267,20
721,Mattisssen,F,International People's College,Swahili,42.835,-91.924,23
722,Suston,F,Universidade Lusiada,Fijian,43.284,-90.722,30
723,Larwood,M,West Virginia University,Kashmiri,42.467,-93.245,35
724,Egginson,M,Ural State Academy of Railway Transport,Italian,43.835,-90.045,24
725,Besant,F,Shenyang University,Dari,40.806,-91.562,19
726,Grouvel,F,Université de Kinshasa,Georgian,42.39,-96.937,31
727,Beinke,M,Fundación Universitaria San Martín,Tswana,42.213,-96.4,21
728,Macknish,M,South China Normal University,Icelandic,41.768,-91.391,21
729,Goodinson,M,"University of Education, Winneba",English,40.905,-91.406,23
730,Macquire,F,Africa University,Guaraní,42.305,-91.853,24
731,Lockton,F,Ohio Northern University,Danish,41.356,-96.311,24
732,Bedlington,F,Universitas Ibn Khaldun Bogor,Polish,41.2,-93.061,31
733,Shearmur,M,China Pharmaceutical University Nanjing,Fijian,43.607,-92.344,18
734,Nix,M,EarthNet Institute,Tamil,41.845,-91.902,21
735,Rodnight,F,Universidad Privada Boliviana,Tamil,41.272,-91.544,30
736,Balhatchet,F,Institute of Information Technology,Kyrgyz,43.988,-93.298,21
